state,source,window_from,window_to,license,event,name,city,last_status,issued,detail,relicense_of,nonresident,chain
CO,pharm-co,2026-08-08,2026-08-15,1680000332,appear,Genoa Healthcare LLC,Colorado Springs,,2026-08-13,issued=2026-08-13,,,chain
CO,pharm-co,2026-08-08,2026-08-15,1680000241,name_change,Intermountain Health Infusion Center - Golden,Golden,,2022-01-14,Lutheran Hospital - Cancer Centers of CO Infusion Center -> Intermountain Health Infusion Center - Golden,,,other
